is_franchise,mean_revenue,median_roi,mean_budget,mean_popularity,mean_rating
true,1682.6684113749998,7.708641394117647,218.0,21.62168125,7.390375
false,1765.1391585000001,7.913224775000001,180.0,24.708,7.4350000000000005
